InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,InvoiceMonth,InvoiceDayOfWeek,InvoiceHour
576664,21671,RED SPOT CERAMIC DRAWER KNOB,96,2011-11-16 11:41:00,1.25,14646,Netherlands,120.0,2011-11,Wednesday,11
576665,22753,SMALL YELLOW BABUSHKA NOTEBOOK,1,2011-11-16 11:46:00,0.85,17841,United Kingdom,0.85,2011-11,Wednesday,11
576665,23321,SMALL WHITE HEART OF WICKER,6,2011-11-16 11:46:00,1.65,17841,United Kingdom,9.9,2011-11,Wednesday,11
576665,22338,STAR DECORATION PAINTED ZINC,10,2011-11-16 11:46:00,0.19,17841,United Kingdom,1.9,2011-11,Wednesday,11
576665,23275,SET OF 3 HANGING OWLS OLLIE BEAK,3,2011-11-16 11:46:00,1.25,17841,United Kingdom,3.75,2011-11,Wednesday,11
576665,22155,STAR DECORATION RUSTIC,4,2011-11-16 11:46:00,0.42,17841,United Kingdom,1.68,2011-11,Wednesday,11
576665,23138,SINGLE WIRE HOOK IVORY HEART,2,2011-11-16 11:46:00,1.45,17841,United Kingdom,2.9,2011-11,Wednesday,11
576665,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,5,2011-11-16 11:46:00,0.29,17841,United Kingdom,1.45,2011-11,Wednesday,11
576665,23228,FILIGREE HEART BIRD WHITE,3,2011-11-16 11:46:00,1.25,17841,United Kingdom,3.75,2011-11,Wednesday,11
576665,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-11-16 11:46:00,3.25,17841,United Kingdom,3.25,2011-11,Wednesday,11
576665,22197,POPCORN HOLDER,25,2011-11-16 11:46:00,0.85,17841,United Kingdom,21.25,2011-11,Wednesday,11
576665,82581,TOILET METAL SIGN,2,2011-11-16 11:46:00,0.55,17841,United Kingdom,1.1,2011-11,Wednesday,11
576665,21162,TOXIC AREA  DOOR HANGER,1,2011-11-16 11:46:00,0.39,17841,United Kingdom,0.39,2011-11,Wednesday,11
576665,21926,RED/CREAM STRIPE CUSHION COVER,1,2011-11-16 11:46:00,1.25,17841,United Kingdom,1.25,2011-11,Wednesday,11
576665,22728,ALARM CLOCK BAKELIKE PINK,1,2011-11-16 11:46:00,3.75,17841,United Kingdom,3.75,2011-11,Wednesday,11
576665,22421,LIPSTICK PEN FUSCHIA,1,2011-11-16 11:46:00,0.42,17841,United Kingdom,0.42,2011-11,Wednesday,11
576665,22654,DELUXE SEWING KIT,1,2011-11-16 11:46:00,5.95,17841,United Kingdom,5.95,2011-11,Wednesday,11
576665,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2011-11-16 11:46:00,2.1,17841,United Kingdom,2.1,2011-11,Wednesday,11
576665,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,2011-11-16 11:46:00,1.65,17841,United Kingdom,1.65,2011-11,Wednesday,11
576667,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2011-11-16 11:48:00,4.95,12963,United Kingdom,14.85,2011-11,Wednesday,11
576667,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-16 11:48:00,12.75,12963,United Kingdom,38.25,2011-11,Wednesday,11
576667,23581,JUMBO BAG PAISLEY PARK,10,2011-11-16 11:48:00,2.08,12963,United Kingdom,20.8,2011-11,Wednesday,11
576669,POST,POSTAGE,1,2011-11-16 11:52:00,18.0,12640,France,18.0,2011-11,Wednesday,11
576672,23084,RABBIT NIGHT LIGHT,72,2011-11-16 11:59:00,1.79,12731,France,128.88,2011-11,Wednesday,11
576676,22469,HEART OF WICKER SMALL,12,2011-11-16 12:03:00,1.65,16855,United Kingdom,19.799999999999997,2011-11,Wednesday,12
576676,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24,2011-11-16 12:03:00,1.25,16855,United Kingdom,30.0,2011-11,Wednesday,12
576686,22208,WOOD STAMP SET THANK YOU,1,2011-11-16 12:08:00,0.83,16916,United Kingdom,0.83,2011-11,Wednesday,12
576686,20717,STRAWBERRY SHOPPER BAG,2,2011-11-16 12:08:00,1.25,16916,United Kingdom,2.5,2011-11,Wednesday,12
576686,23530,WALL ART ONLY ONE PERSON,1,2011-11-16 12:08:00,4.95,16916,United Kingdom,4.95,2011-11,Wednesday,12
576684,23301,GARDENERS KNEELING PAD KEEP CALM,12,2011-11-16 12:08:00,1.65,14092,United Kingdom,19.799999999999997,2011-11,Wednesday,12
576686,22271,FELTCRAFT DOLL ROSIE,1,2011-11-16 12:08:00,2.95,16916,United Kingdom,2.95,2011-11,Wednesday,12
576686,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2011-11-16 12:08:00,0.85,16916,United Kingdom,1.7,2011-11,Wednesday,12
576686,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-11-16 12:08:00,0.42,16916,United Kingdom,3.36,2011-11,Wednesday,12
576686,23461,SWEETHEART BIRD HOUSE,1,2011-11-16 12:08:00,4.15,16916,United Kingdom,4.15,2011-11,Wednesday,12
576684,22727,ALARM CLOCK BAKELIKE RED,4,2011-11-16 12:08:00,3.75,14092,United Kingdom,15.0,2011-11,Wednesday,12
576684,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-16 12:08:00,1.65,14092,United Kingdom,19.799999999999997,2011-11,Wednesday,12
576686,21741,COSY SLIPPER SHOES LARGE GREEN,1,2011-11-16 12:08:00,2.95,16916,United Kingdom,2.95,2011-11,Wednesday,12
576684,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-11-16 12:08:00,8.5,14092,United Kingdom,17.0,2011-11,Wednesday,12
576684,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-16 12:08:00,2.95,14092,United Kingdom,35.400000000000006,2011-11,Wednesday,12
576686,23082,SET 6 PAPER TABLE LANTERN HEARTS,1,2011-11-16 12:08:00,3.75,16916,United Kingdom,3.75,2011-11,Wednesday,12
576686,22530,MAGIC DRAWING SLATE DOLLY GIRL,2,2011-11-16 12:08:00,0.42,16916,United Kingdom,0.84,2011-11,Wednesday,12
576687,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-16 12:13:00,0.85,13558,United Kingdom,0.85,2011-11,Wednesday,12
576687,23270,SET OF 2 CERAMIC PAINTED HEARTS,1,2011-11-16 12:13:00,1.45,13558,United Kingdom,1.45,2011-11,Wednesday,12
576687,23393,HOME SWEET HOME CUSHION COVER,1,2011-11-16 12:13:00,3.75,13558,United Kingdom,3.75,2011-11,Wednesday,12
576687,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-16 12:13:00,6.95,13558,United Kingdom,6.95,2011-11,Wednesday,12
576687,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-11-16 12:13:00,1.69,13558,United Kingdom,5.07,2011-11,Wednesday,12
576688,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-11-16 12:16:00,2.95,16717,United Kingdom,35.400000000000006,2011-11,Wednesday,12
576688,23408,PHOTO FRAME LINEN AND LACE SMALL,6,2011-11-16 12:16:00,2.08,16717,United Kingdom,12.48,2011-11,Wednesday,12
576688,23083,SET 6 PAPER TABLE LANTERN STARS,6,2011-11-16 12:16:00,3.75,16717,United Kingdom,22.5,2011-11,Wednesday,12
576688,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-11-16 12:16:00,2.95,16717,United Kingdom,17.700000000000003,2011-11,Wednesday,12
576688,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2011-11-16 12:16:00,4.95,16717,United Kingdom,59.400000000000006,2011-11,Wednesday,12
576688,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-11-16 12:16:00,4.95,16717,United Kingdom,14.85,2011-11,Wednesday,12
576688,21790,VINTAGE SNAP CARDS,12,2011-11-16 12:16:00,0.85,16717,United Kingdom,10.2,2011-11,Wednesday,12
576688,22549,PICTURE DOMINOES,12,2011-11-16 12:16:00,1.45,16717,United Kingdom,17.4,2011-11,Wednesday,12
576688,23333,IVORY WICKER HEART MEDIUM,12,2011-11-16 12:16:00,1.25,16717,United Kingdom,15.0,2011-11,Wednesday,12
576688,22741,FUNKY DIVA PEN,48,2011-11-16 12:16:00,0.85,16717,United Kingdom,40.8,2011-11,Wednesday,12
576688,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-11-16 12:16:00,3.75,16717,United Kingdom,15.0,2011-11,Wednesday,12
576688,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-11-16 12:16:00,7.95,16717,United Kingdom,15.9,2011-11,Wednesday,12
576688,79321,CHILLI LIGHTS,4,2011-11-16 12:16:00,5.75,16717,United Kingdom,23.0,2011-11,Wednesday,12
576688,23491,VINTAGE JINGLE BELLS HEART,2,2011-11-16 12:16:00,8.25,16717,United Kingdom,16.5,2011-11,Wednesday,12
576689,23571,TRADITIONAL NAUGHTS & CROSSES,15,2011-11-16 12:18:00,1.65,16657,United Kingdom,24.75,2011-11,Wednesday,12
576689,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1,2011-11-16 12:18:00,1.65,16657,United Kingdom,1.65,2011-11,Wednesday,12
576689,22333,RETROSPOT PARTY BAG + STICKER SET,4,2011-11-16 12:18:00,1.65,16657,United Kingdom,6.6,2011-11,Wednesday,12
576689,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-11-16 12:18:00,0.85,16657,United Kingdom,1.7,2011-11,Wednesday,12
576690,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-11-16 12:19:00,2.95,15900,United Kingdom,17.700000000000003,2011-11,Wednesday,12
576690,22150,3 STRIPEY MICE FELTCRAFT,1,2011-11-16 12:19:00,1.95,15900,United Kingdom,1.95,2011-11,Wednesday,12
576690,21990,MODERN FLORAL STATIONERY SET,1,2011-11-16 12:19:00,1.25,15900,United Kingdom,1.25,2011-11,Wednesday,12
576690,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2011-11-16 12:19:00,1.25,15900,United Kingdom,1.25,2011-11,Wednesday,12
576692,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-11-16 12:21:00,1.65,17412,United Kingdom,16.5,2011-11,Wednesday,12
576692,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-16 12:21:00,2.08,17412,United Kingdom,20.8,2011-11,Wednesday,12
576693,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-11-16 12:22:00,1.06,13199,United Kingdom,76.32000000000001,2011-11,Wednesday,12
576694,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-11-16 12:25:00,3.75,14426,United Kingdom,15.0,2011-11,Wednesday,12
576695,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-16 12:25:00,4.95,16469,United Kingdom,4.95,2011-11,Wednesday,12
576694,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,10,2011-11-16 12:25:00,0.79,14426,United Kingdom,7.9,2011-11,Wednesday,12
576695,15034,PAPER POCKET TRAVELING FAN,1,2011-11-16 12:25:00,0.14,16469,United Kingdom,0.14,2011-11,Wednesday,12
576695,23321,SMALL WHITE HEART OF WICKER,2,2011-11-16 12:25:00,1.65,16469,United Kingdom,3.3,2011-11,Wednesday,12
576695,21374,MIRRORED WALL ART SKULLS,1,2011-11-16 12:25:00,1.25,16469,United Kingdom,1.25,2011-11,Wednesday,12
576695,23280,FOLDING BUTTERFLY MIRROR HOT PINK,1,2011-11-16 12:25:00,0.83,16469,United Kingdom,0.83,2011-11,Wednesday,12
576695,16225,RATTLE SNAKE EGGS,2,2011-11-16 12:25:00,1.25,16469,United Kingdom,2.5,2011-11,Wednesday,12
576695,21098,CHRISTMAS TOILET ROLL,2,2011-11-16 12:25:00,1.25,16469,United Kingdom,2.5,2011-11,Wednesday,12
576695,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,2,2011-11-16 12:25:00,4.95,16469,United Kingdom,9.9,2011-11,Wednesday,12
576694,22271,FELTCRAFT DOLL ROSIE,6,2011-11-16 12:25:00,2.95,14426,United Kingdom,17.700000000000003,2011-11,Wednesday,12
576696,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2011-11-16 12:26:00,8.5,16669,United Kingdom,17.0,2011-11,Wednesday,12
576696,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-11-16 12:26:00,0.85,16669,United Kingdom,10.2,2011-11,Wednesday,12
576696,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-11-16 12:26:00,0.55,16669,United Kingdom,3.3000000000000003,2011-11,Wednesday,12
576696,23080,RED METAL BOX TOP SECRET,2,2011-11-16 12:26:00,8.25,16669,United Kingdom,16.5,2011-11,Wednesday,12
576696,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-11-16 12:26:00,2.49,16669,United Kingdom,7.470000000000001,2011-11,Wednesday,12
576696,22551,PLASTERS IN TIN SPACEBOY,5,2011-11-16 12:26:00,1.65,16669,United Kingdom,8.25,2011-11,Wednesday,12
576696,20782,CAMOUFLAGE EAR MUFF HEADPHONES,2,2011-11-16 12:26:00,5.49,16669,United Kingdom,10.98,2011-11,Wednesday,12
576696,22735,RIBBON REEL SOCKS AND MITTENS,2,2011-11-16 12:26:00,1.65,16669,United Kingdom,3.3,2011-11,Wednesday,12
576696,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,2011-11-16 12:26:00,0.83,16669,United Kingdom,1.66,2011-11,Wednesday,12
576696,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2011-11-16 12:26:00,0.29,16669,United Kingdom,1.7399999999999998,2011-11,Wednesday,12
576696,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-11-16 12:26:00,1.65,16669,United Kingdom,1.65,2011-11,Wednesday,12
576696,23356,LOVE HOT WATER BOTTLE,2,2011-11-16 12:26:00,5.95,16669,United Kingdom,11.9,2011-11,Wednesday,12
576704,21258,VICTORIAN SEWING BOX LARGE,2,2011-11-16 12:29:00,12.75,14527,United Kingdom,25.5,2011-11,Wednesday,12
576704,48187,DOORMAT NEW ENGLAND,1,2011-11-16 12:29:00,8.25,14527,United Kingdom,8.25,2011-11,Wednesday,12
576704,22664,TOY TIDY DOLLY GIRL DESIGN,3,2011-11-16 12:29:00,2.1,14527,United Kingdom,6.300000000000001,2011-11,Wednesday,12
576704,21245,GREEN POLKADOT PLATE,1,2011-11-16 12:29:00,1.69,14527,United Kingdom,1.69,2011-11,Wednesday,12
576704,23287,RED VINTAGE SPOT BEAKER,1,2011-11-16 12:29:00,0.85,14527,United Kingdom,0.85,2011-11,Wednesday,12
576736,22360,GLASS JAR ENGLISH CONFECTIONERY,12,2011-11-16 12:42:00,2.95,13089,United Kingdom,35.400000000000006,2011-11,Wednesday,12
576734,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-11-16 12:42:00,0.85,17680,United Kingdom,10.2,2011-11,Wednesday,12
576768,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2011-11-16 13:13:00,2.55,13408,United Kingdom,102.0,2011-11,Wednesday,13
576769,23583,LUNCH BAG PAISLEY PARK,10,2011-11-16 13:14:00,1.65,13575,United Kingdom,16.5,2011-11,Wednesday,13
576770,23322,LARGE WHITE HEART OF WICKER,6,2011-11-16 13:16:00,2.95,13926,United Kingdom,17.700000000000003,2011-11,Wednesday,13
576771,22080,RIBBON REEL POLKADOTS,10,2011-11-16 13:19:00,1.65,13285,United Kingdom,16.5,2011-11,Wednesday,13
576771,48187,DOORMAT NEW ENGLAND,2,2011-11-16 13:19:00,8.25,13285,United Kingdom,16.5,2011-11,Wednesday,13
576771,20727,LUNCH BAG  BLACK SKULL.,10,2011-11-16 13:19:00,1.65,13285,United Kingdom,16.5,2011-11,Wednesday,13
576771,23374,RED SPOT PAPER GIFT BAG,10,2011-11-16 13:19:00,0.82,13285,United Kingdom,8.2,2011-11,Wednesday,13
576771,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-16 13:19:00,0.85,13285,United Kingdom,8.5,2011-11,Wednesday,13
576771,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-11-16 13:19:00,1.25,13285,United Kingdom,15.0,2011-11,Wednesday,13
576772,22941,CHRISTMAS LIGHTS 10 REINDEER,24,2011-11-16 13:20:00,7.65,16839,United Kingdom,183.6,2011-11,Wednesday,13
576778,23130,MISTLETOE HEART WREATH GREEN,1,2011-11-16 13:24:00,4.15,16085,United Kingdom,4.15,2011-11,Wednesday,13
576778,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,2011-11-16 13:24:00,0.42,16085,United Kingdom,0.42,2011-11,Wednesday,13
576778,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-11-16 13:24:00,2.95,16085,United Kingdom,14.75,2011-11,Wednesday,13
576778,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-11-16 13:24:00,2.95,16085,United Kingdom,14.75,2011-11,Wednesday,13
576778,23349,ROLL WRAP VINTAGE CHRISTMAS,3,2011-11-16 13:24:00,1.25,16085,United Kingdom,3.75,2011-11,Wednesday,13
576778,23351,ROLL WRAP 50'S CHRISTMAS,3,2011-11-16 13:24:00,1.25,16085,United Kingdom,3.75,2011-11,Wednesday,13
576779,23084,RABBIT NIGHT LIGHT,12,2011-11-16 13:25:00,2.08,14554,United Kingdom,24.96,2011-11,Wednesday,13
576779,20750,RED RETROSPOT MINI CASES,1,2011-11-16 13:25:00,7.95,14554,United Kingdom,7.95,2011-11,Wednesday,13
576779,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-16 13:25:00,2.95,14554,United Kingdom,17.700000000000003,2011-11,Wednesday,13
576779,21915,RED  HARMONICA IN BOX,5,2011-11-16 13:25:00,1.25,14554,United Kingdom,6.25,2011-11,Wednesday,13
576779,21213,PACK OF 72 SKULL CAKE CASES,6,2011-11-16 13:25:00,0.55,14554,United Kingdom,3.3000000000000003,2011-11,Wednesday,13
576779,22867,HAND WARMER BIRD DESIGN,3,2011-11-16 13:25:00,2.1,14554,United Kingdom,6.300000000000001,2011-11,Wednesday,13
576779,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-11-16 13:25:00,4.95,14554,United Kingdom,4.95,2011-11,Wednesday,13
576779,22988,SOLDIERS EGG CUP,8,2011-11-16 13:25:00,1.25,14554,United Kingdom,10.0,2011-11,Wednesday,13
576779,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,2011-11-16 13:25:00,4.15,14554,United Kingdom,4.15,2011-11,Wednesday,13
576779,23331,DECORATIVE WICKER HEART SMALL,14,2011-11-16 13:25:00,0.63,14554,United Kingdom,8.82,2011-11,Wednesday,13
576779,23569,TRADTIONAL ALPHABET STAMP SET,3,2011-11-16 13:25:00,4.95,14554,United Kingdom,14.85,2011-11,Wednesday,13
576779,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-11-16 13:25:00,5.95,14554,United Kingdom,5.95,2011-11,Wednesday,13
576779,21156,RETROSPOT CHILDRENS APRON,3,2011-11-16 13:25:00,1.95,14554,United Kingdom,5.85,2011-11,Wednesday,13
576780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-16 13:27:00,2.55,13258,United Kingdom,81.6,2011-11,Wednesday,13
576781,22115,METAL SIGN EMPIRE TEA,12,2011-11-16 13:33:00,0.79,13939,United Kingdom,9.48,2011-11,Wednesday,13
576783,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-11-16 13:38:00,0.39,13447,United Kingdom,4.68,2011-11,Wednesday,13
576784,20676,RED RETROSPOT BOWL,6,2011-11-16 13:40:00,1.25,16204,United Kingdom,7.5,2011-11,Wednesday,13
576784,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-11-16 13:40:00,1.25,16204,United Kingdom,2.5,2011-11,Wednesday,13
576784,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-11-16 13:40:00,1.45,16204,United Kingdom,8.7,2011-11,Wednesday,13
576784,21465,PINK FLOWER CROCHET FOOD COVER,1,2011-11-16 13:40:00,3.75,16204,United Kingdom,3.75,2011-11,Wednesday,13
576787,20719,WOODLAND CHARLOTTE BAG,20,2011-11-16 13:54:00,0.85,13815,Germany,17.0,2011-11,Wednesday,13
576787,22735,RIBBON REEL SOCKS AND MITTENS,10,2011-11-16 13:54:00,1.65,13815,Germany,16.5,2011-11,Wednesday,13
576787,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,20,2011-11-16 13:54:00,1.65,13815,Germany,33.0,2011-11,Wednesday,13
576787,22947,WOODEN ADVENT CALENDAR RED,6,2011-11-16 13:54:00,7.95,13815,Germany,47.7,2011-11,Wednesday,13
576787,22505,MEMO BOARD COTTAGE DESIGN,4,2011-11-16 13:54:00,4.95,13815,Germany,19.8,2011-11,Wednesday,13
576787,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-11-16 13:54:00,5.95,13815,Germany,35.7,2011-11,Wednesday,13
576787,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-11-16 13:54:00,2.95,13815,Germany,17.700000000000003,2011-11,Wednesday,13
576790,22776,SWEETHEART 3 TIER CAKE STAND,5,2011-11-16 13:59:00,9.95,12569,Germany,49.75,2011-11,Wednesday,13
576792,23597,PAPER BUNTING PAISLEY PARK,6,2011-11-16 14:11:00,2.95,17596,United Kingdom,17.700000000000003,2011-11,Wednesday,14
576792,17003,BROCADE RING PURSE,72,2011-11-16 14:11:00,0.39,17596,United Kingdom,28.08,2011-11,Wednesday,14
576809,23084,RABBIT NIGHT LIGHT,6,2011-11-16 14:20:00,2.08,14851,United Kingdom,12.48,2011-11,Wednesday,14
576809,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-11-16 14:20:00,0.83,14851,United Kingdom,9.96,2011-11,Wednesday,14
576830,21791,VINTAGE HEADS AND TAILS CARD GAME,1,2011-11-16 14:54:00,1.25,14898,United Kingdom,1.25,2011-11,Wednesday,14
576830,20975,12 PENCILS SMALL TUBE RED RETROSPOT,10,2011-11-16 14:54:00,0.65,14898,United Kingdom,6.5,2011-11,Wednesday,14
576830,22795,SWEETHEART RECIPE BOOK STAND,3,2011-11-16 14:54:00,6.75,14898,United Kingdom,20.25,2011-11,Wednesday,14
576830,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,2011-11-16 14:54:00,2.1,14898,United Kingdom,2.1,2011-11,Wednesday,14
576830,23366,SET 12 COLOURING PENCILS DOILY,9,2011-11-16 14:54:00,0.65,14898,United Kingdom,5.8500000000000005,2011-11,Wednesday,14
576832,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-16 15:01:00,0.55,13102,United Kingdom,13.2,2011-11,Wednesday,15
576832,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-11-16 15:01:00,2.49,13102,United Kingdom,29.880000000000003,2011-11,Wednesday,15
576833,22266,EASTER DECORATION HANGING BUNNY,64,2011-11-16 15:08:00,0.19,17434,United Kingdom,12.16,2011-11,Wednesday,15
576833,22286,DECORATION WOBBLY RABBIT METAL,24,2011-11-16 15:08:00,0.39,17434,United Kingdom,9.36,2011-11,Wednesday,15
576834,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-16 15:10:00,2.89,13458,United Kingdom,17.34,2011-11,Wednesday,15
576834,21914,BLUE HARMONICA IN BOX,12,2011-11-16 15:10:00,1.25,13458,United Kingdom,15.0,2011-11,Wednesday,15
576836,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-11-16 15:14:00,2.95,16191,United Kingdom,23.6,2011-11,Wednesday,15
576838,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-11-16 15:21:00,1.45,18075,United Kingdom,17.4,2011-11,Wednesday,15
576838,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-11-16 15:21:00,1.65,18075,United Kingdom,13.2,2011-11,Wednesday,15
576838,23456,MEDIUM PARLOUR PICTURE FRAME,4,2011-11-16 15:21:00,4.15,18075,United Kingdom,16.6,2011-11,Wednesday,15
576838,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-11-16 15:21:00,0.83,18075,United Kingdom,6.64,2011-11,Wednesday,15
576841,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-11-16 15:26:00,1.25,17368,United Kingdom,1.25,2011-11,Wednesday,15
576841,23018,LARGE APOTHECARY MEASURING JAR,1,2011-11-16 15:26:00,12.5,17368,United Kingdom,12.5,2011-11,Wednesday,15
576841,23335,EGG FRYING PAN IVORY,1,2011-11-16 15:26:00,2.08,17368,United Kingdom,2.08,2011-11,Wednesday,15
576841,23581,JUMBO BAG PAISLEY PARK,1,2011-11-16 15:26:00,2.08,17368,United Kingdom,2.08,2011-11,Wednesday,15
576841,21983,PACK OF 12 BLUE PAISLEY TISSUES,2,2011-11-16 15:26:00,0.39,17368,United Kingdom,0.78,2011-11,Wednesday,15
576842,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,2011-11-16 15:31:00,1.25,13599,United Kingdom,30.0,2011-11,Wednesday,15
576844,22192,BLUE DINER WALL CLOCK,2,2011-11-16 15:33:00,8.5,16713,United Kingdom,17.0,2011-11,Wednesday,15
576844,22424,ENAMEL BREAD BIN CREAM,8,2011-11-16 15:33:00,10.95,16713,United Kingdom,87.6,2011-11,Wednesday,15
576844,23342,MINT DINER WALL CLOCK,2,2011-11-16 15:33:00,8.5,16713,United Kingdom,17.0,2011-11,Wednesday,15
576844,22625,RED KITCHEN SCALES,2,2011-11-16 15:33:00,8.5,16713,United Kingdom,17.0,2011-11,Wednesday,15
576844,84946,ANTIQUE SILVER T-LIGHT GLASS,36,2011-11-16 15:33:00,1.25,16713,United Kingdom,45.0,2011-11,Wednesday,15
576845,23523,TREASURE AHOY WALL ART,6,2011-11-16 15:34:00,3.75,12991,United Kingdom,22.5,2011-11,Wednesday,15
576846,22358,KINGS CHOICE TEA CADDY,6,2011-11-16 15:35:00,2.95,13500,United Kingdom,17.700000000000003,2011-11,Wednesday,15
576846,21328,BALLOONS  WRITING SET,12,2011-11-16 15:35:00,1.65,13500,United Kingdom,19.799999999999997,2011-11,Wednesday,15
576847,23489,VINTAGE BELLS GARLAND,6,2011-11-16 15:35:00,2.89,17017,United Kingdom,17.34,2011-11,Wednesday,15
576846,22530,MAGIC DRAWING SLATE DOLLY GIRL,24,2011-11-16 15:35:00,0.42,13500,United Kingdom,10.08,2011-11,Wednesday,15
576846,23534,WALL ART STOP FOR TEA,3,2011-11-16 15:35:00,5.95,13500,United Kingdom,17.85,2011-11,Wednesday,15
576846,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-16 15:35:00,1.69,13500,United Kingdom,13.52,2011-11,Wednesday,15
576848,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-16 15:38:00,4.95,15051,United Kingdom,19.8,2011-11,Wednesday,15
576848,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,2011-11-16 15:38:00,1.25,15051,United Kingdom,7.5,2011-11,Wednesday,15
576848,23292,SPACEBOY CHILDRENS CUP,4,2011-11-16 15:38:00,1.25,15051,United Kingdom,5.0,2011-11,Wednesday,15
576848,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-16 15:38:00,4.95,15051,United Kingdom,19.8,2011-11,Wednesday,15
576848,23508,MINI PLAYING CARDS DOLLY GIRL,3,2011-11-16 15:38:00,0.42,15051,United Kingdom,1.26,2011-11,Wednesday,15
576848,23289,DOLLY GIRL CHILDRENS BOWL,4,2011-11-16 15:38:00,1.25,15051,United Kingdom,5.0,2011-11,Wednesday,15
576848,23290,SPACEBOY CHILDRENS BOWL,4,2011-11-16 15:38:00,1.25,15051,United Kingdom,5.0,2011-11,Wednesday,15
